surname,customer_id,country,age,gender,balance,num_products,tenure,credit_card,active_member,credit_score,salary,churn
Ibrahimova,15613085,Spain,33,Female,0,1,3,1,1,628,188193.25,0
Nolan,15633537,Germany,42,Female,87271.41,2,9,1,0,540,172572.64,0
Scott,15594720,Germany,35,Female,102742.91,2,8,1,1,460,189339.6,0
Blair,15684042,Germany,34,Male,40105.51,2,2,0,1,636,53512.16,0
Monaldo,15583303,France,29,Female,152265.43,1,2,1,0,593,34004.44,0
Sutherland,15611579,Spain,42,Male,141947.67,1,4,1,1,801,10598.29,0
Cole,15774696,Germany,75,Female,106307.91,2,1,0,1,640,113428.77,0
Briggs,15694506,Germany,31,Male,107884.81,2,0,1,1,611,183487.98,0
Gregory,15688074,Germany,31,Male,125013.72,1,1,1,1,802,187658.09,0
Bianchi,15759537,Germany,35,Male,58469.37,2,7,1,1,717,172459.39,0
Angelo,15758449,France,39,Female,0,1,8,0,1,769,21016,0
Gardiner,15583456,Germany,45,Male,117231.63,3,10,1,1,745,122381.02,1
Kerr,15667871,Spain,35,Male,152390.26,1,4,1,0,572,128123.66,0
Ko,15677371,Spain,30,Female,34013.63,1,2,1,0,629,19570.63,0
Distefano,15629677,Spain,39,Female,0,3,2,0,0,687,188150.6,1
Farrell,15713578,France,50,Female,0,2,9,1,1,483,111020.24,0
Milano,15591509,France,36,Male,101583.11,2,7,1,0,690,123775.15,0
Ting,15568240,Germany,30,Female,77168.87,2,10,0,1,492,146700.22,0
Boyd,15622993,Germany,28,Male,124695.72,2,8,1,0,709,145251.35,0
Onyemaechi,15689294,Germany,44,Male,105934.96,1,3,1,0,705,82463.69,0
Black,15720910,France,66,Female,0,1,9,1,1,560,15928.49,0
Oliver,15721181,Spain,46,Male,0,2,6,1,0,611,45886.33,0
Greco,15776433,Spain,62,Male,0,2,2,1,1,730,186489.95,0
Whitehead,15748936,Spain,45,Female,0,2,2,0,1,709,162922.65,0
Ikemefuna,15717225,France,21,Female,161525.96,2,10,1,0,544,9262.77,0
Morrison,15685226,Germany,29,Female,147199.07,1,7,1,1,712,84932.4,0
Onyeoruru,15785611,Germany,38,Male,183102.29,1,3,1,1,752,71557.12,0
Cunningham,15573456,Spain,46,Male,127209,2,9,1,0,648,77405.95,1
Demidov,15684548,Spain,38,Male,0,2,8,0,0,556,417.41,1
Celis,15620505,Spain,24,Female,97378.54,1,0,1,1,594,71405.17,0
Cheng,15807432,Germany,37,Female,136925.09,2,2,0,1,645,153400.24,0
Knight,15584766,France,33,Male,54503.55,1,3,1,1,557,371.05,0
Morin,15612187,Germany,32,Male,155726.85,1,8,1,0,547,67789.99,0
Mills,15762218,France,39,Female,0,2,9,0,1,701,145894.9,0
Outhwaite,15646372,France,66,Female,135842.41,1,1,1,0,616,183840.51,1
Tung,15690452,France,52,Male,63349.75,1,1,1,0,605,108887.44,0
Pai,15747795,Germany,38,Female,129499.42,1,4,1,1,593,154071.27,0
Carpenter,15781589,Spain,52,Male,0,2,8,0,1,751,179291.85,0
Fennell,15732674,Spain,36,Male,70438.01,2,6,0,1,443,56937.43,0
Fontaine,15642291,France,23,Male,0,2,8,1,1,685,112239.03,0
Pratt,15692761,France,36,Male,0,1,9,1,0,718,45909.87,0
Mitchell,15578045,Spain,49,Female,141434.04,1,9,0,0,538,173779.25,1
Franklin,15745354,Spain,37,Female,0,2,4,1,0,611,125696.26,0
K'ung,15701376,Germany,37,Male,152958.29,2,10,1,1,668,159585.61,0
Ko,15691625,Germany,41,Female,138306.34,1,3,1,0,537,106761.47,0
McKenzie,15566594,Spain,23,Male,0,2,10,0,0,709,129590.18,0
Pino,15760431,France,38,Male,0,2,1,1,1,850,80006.65,0
Fisk,15686302,Spain,31,Female,124328.84,1,3,1,1,745,140451.52,0
Chiang,15801559,Germany,41,Female,181461.48,3,9,1,1,693,187929.43,1
Moseley,15810432,Spain,35,Male,0,2,8,1,0,795,167155.36,0
Hsiung,15809616,Spain,26,Male,0,2,8,0,0,626,191420.71,0
Heath,15720559,Germany,61,Female,110368.03,1,5,0,0,487,11384.45,1
Dellucci,15695632,France,39,Female,89588.35,1,9,1,1,556,94898.1,0
Li,15659843,France,46,Female,0,2,6,0,0,643,106781.59,0
De Salis,15615624,France,28,Female,0,2,6,0,0,605,159508.52,0
T'ang,15810418,Germany,60,Female,115924.89,1,3,1,0,756,93524.19,1
Richardson,15716186,France,38,Female,0,2,2,1,0,586,87168.46,0
Fitch,15674551,Germany,40,Male,111756.5,1,7,1,0,535,8128.32,1
Stevenson,15622834,France,35,Female,0,1,4,1,0,678,125518.32,0
Estes,15566111,France,39,Male,0,1,9,1,0,596,48963.59,0
Lattimore,15784597,France,26,Male,162923.85,1,9,1,0,648,98368.24,0
Chung,15652883,Germany,39,Male,124576.65,2,10,1,0,492,148584.61,0
Utz,15806964,France,45,Male,80793.58,1,0,1,1,702,27474.81,0
Wei,15576313,Germany,40,Female,71340.09,1,9,1,0,486,76192.21,0
Boyle,15806467,Germany,40,Male,99282.63,1,1,0,0,568,134600.94,1
Nwachinemelu,15597602,Germany,57,Male,137946.39,1,3,1,1,619,72467.99,1
Kuznetsova,15743040,Germany,41,Male,127892.57,2,2,0,1,724,199645.45,0
Pisani,15705521,Germany,33,Female,101084.36,1,0,1,0,548,42749.85,0
Manna,15595039,Germany,37,Female,114754.08,1,8,1,0,545,136050.44,1
Collier,15799384,France,33,Male,0,1,8,0,0,683,73564.44,0
Ricci,15581197,France,51,Female,99286.98,1,3,0,1,762,85578.63,0
Carr,15693737,Germany,30,Female,79871.02,2,4,1,0,627,129826.89,0
Hs?,15624623,France,35,Male,104088.59,2,10,0,0,516,119666,0
Findlay,15783501,France,38,Female,168190.33,2,2,1,0,800,68052.08,0
Hughes,15690134,Germany,42,Female,85679.25,1,3,1,1,464,164104.74,0
Chukwuemeka,15782735,France,35,Female,0,1,3,0,0,626,80190.36,0
Genovese,15611088,France,31,Female,0,2,9,1,0,790,84126.75,0
Swift,15672145,France,34,Female,121551.58,2,7,1,1,534,70179,0
Ugoji,15732628,France,46,Male,122220.19,1,2,1,1,745,118024.1,0
Parkinson,15787470,Spain,47,Male,116528.15,1,3,0,0,553,145704.19,1
Ross,15803406,France,26,Female,77780.29,1,1,0,1,748,183049.41,0
Oleary,15730460,France,37,Male,0,1,2,0,0,722,120906.83,0
Turnbull,15644572,France,40,Male,125832.2,1,4,1,1,501,100433.83,0
Uspensky,15694860,France,38,Female,68065.8,1,6,0,0,675,138777,1
Cook,15658169,Spain,47,Female,127299.34,2,6,1,0,778,124694.99,0
Newbold,15794396,Germany,38,Female,174937.64,1,7,1,0,494,40084.32,0
Uchechukwu,15785798,France,40,Male,0,2,9,0,1,850,119232.33,0
Ch'en,15710825,Spain,31,Male,110071.1,1,7,0,0,592,43921.36,0
He,15668444,Spain,44,Female,139432.37,1,3,1,0,590,62222.81,0
Hilton,15726631,France,39,Female,127357.76,1,6,0,1,758,56577,0
Sal,15733797,France,36,Male,0,2,5,1,0,506,164253.35,0
Eluemuno,15747960,France,33,Male,0,1,3,1,1,733,7666.73,0
Titus,15634632,France,38,Male,0,2,3,1,0,711,68487.51,0
Yin,15707362,Germany,43,Male,95556.31,1,1,0,1,514,199273.98,1
Lettiere,15662976,Spain,37,Male,0,1,8,1,1,637,186062.36,0
Templeman,15732778,Germany,29,Male,111681.98,2,1,1,1,468,195711.16,0
Chibuzo,15718443,France,39,Male,0,2,3,1,0,539,36692.17,0
Sun,15670039,Spain,25,Female,108738.71,2,3,1,0,509,106920.57,0
Evans,15773792,France,32,Female,133950.37,1,4,1,1,662,48725.68,1
Ogbonnaya,15613786,Spain,26,Male,0,2,4,1,1,818,167036.94,0
Enyinnaya,15726032,France,33,Male,89968.69,1,9,1,0,608,68777.26,0
Olisanugo,15663252,Spain,32,Female,0,2,9,1,1,850,18924.92,0
Brookes,15593782,Germany,38,Female,130878.75,3,5,1,0,816,71905.77,1
Padovano,15633283,France,35,Male,0,2,8,1,0,536,64833.28,0
Fisk,15749167,France,35,Male,0,2,3,1,1,753,184843.77,0
Shih,15759298,Spain,27,Male,134169.62,1,10,1,1,631,176730.02,0
Hare,15683625,France,37,Male,149762.08,1,1,1,0,703,20629.4,1
Muir,15635367,France,26,Male,93844.69,1,2,1,0,774,28415.36,0
Fanucci,15681705,France,28,Male,0,2,8,1,0,785,77231.27,0
Elewechi,15603156,France,33,Female,0,2,1,1,0,571,102750.7,0
Johnston,15591986,Germany,46,Male,141078.37,1,6,0,0,621,34580.8,1
Pisano,15798888,Germany,31,Female,117992.59,1,1,1,1,605,183598.77,0
Ankudinov,15809722,France,40,Female,100812.33,2,8,1,0,611,147358.27,0
Nwokike,15677538,France,38,Male,0,1,7,1,1,569,108469.2,0
Smith,15797736,France,29,Male,80262.6,1,4,1,1,658,20612.82,0
Atkins,15695585,Spain,34,Male,156478.62,1,6,0,1,788,181196.76,0
Burns,15744398,France,23,Female,0,2,5,1,0,525,160249.1,0
Obiuto,15750658,France,37,Male,0,3,8,0,0,798,110783.28,0
Pirozzi,15578186,Germany,37,Male,115217.99,2,9,1,0,486,144995.33,0
George,15676519,Spain,61,Male,0,2,9,1,0,615,150227.85,1
Lewis,15637954,France,35,Female,155470.55,1,0,1,1,730,53718.28,0
Moran,15758639,France,37,Male,0,2,7,1,0,641,75248.3,0
Dalrymple,15613772,France,39,Male,135096.77,1,3,1,1,542,14353.43,1
Carslaw,15731744,France,30,Male,0,2,2,0,1,692,130486.57,0
Kirby,15807709,Germany,55,Female,180075.22,1,9,1,1,714,100127.71,0
Houghton,15714689,Spain,29,Male,97541.24,1,1,1,1,591,196356.17,0
Martin,15699005,France,41,Female,156067.05,1,2,1,1,710,9983.88,0
Tan,15624170,France,38,Female,81550.94,2,4,0,1,639,118974.77,0
Hsia,15725679,France,47,Female,0,1,6,0,0,531,194998.34,1
Westerberg,15585865,France,38,Female,170061.92,2,2,0,0,673,134901.34,1
Hale,15804256,Germany,36,Male,92310.54,2,8,1,1,765,72924.56,0
Kryukova,15662403,France,32,Female,169089.38,2,6,1,0,622,101057.95,0
Sopuluchukwu,15733616,France,40,Male,80613.93,1,5,1,1,806,142838.64,0
Barry,15591995,Germany,26,Male,121581.56,2,8,1,1,757,127059.04,0
Selezneva,15677020,France,58,Female,0,1,8,0,1,570,116503.92,1
Chizuoke,15727688,Spain,32,Male,0,2,4,1,1,555,54405.79,0
Lueck,15715941,France,54,Male,0,2,5,1,1,692,88721.84,0
Udinese,15714485,France,60,Male,85891.55,1,5,1,0,774,74135.48,1
Udobata,15730059,Spain,44,Male,77637.35,2,9,1,1,638,111346.22,0
Freeman,15715527,Spain,41,Female,0,1,4,0,0,543,194902.16,0
Outlaw,15576623,France,31,Male,0,2,5,1,0,584,31474.27,0
Obiuto,15805565,Germany,30,Male,116927.89,1,7,1,0,691,21198.39,0
Lo,15677307,Germany,40,Female,137326.65,1,6,1,0,684,186976.6,0
Okechukwu,15773890,France,22,Male,0,2,5,1,1,733,117202.19,0
King,15598883,Spain,37,Female,0,2,2,1,1,599,143739.29,0
Forbes,15568506,Germany,31,Female,67238.98,2,10,1,1,524,161811.23,0
Macleod,15761043,Germany,38,Female,86569.76,2,6,1,0,632,98090.91,0
Gibbs,15782236,Spain,34,Male,0,2,5,0,0,735,71095.41,0
Isayev,15593601,France,34,Male,133598.4,1,6,1,1,734,13107.24,0
Pisano,15682048,France,51,Female,136188.78,1,3,1,1,605,67110.59,1
Belstead,15746902,Spain,38,Male,0,2,9,1,0,793,88225.02,0
Vassiliev,15752081,France,56,Female,0,3,10,0,1,468,62256.87,1
Schneider,15781307,Germany,37,Male,120092.52,2,7,1,0,779,135925.72,0
Mazzanti,15775912,France,48,Male,101238.24,2,4,0,1,698,177815.87,1
Knipe,15745417,France,58,Male,89685.92,1,6,0,1,707,126471.13,0
Macartney,15671256,France,35,Female,211774.31,1,1,1,0,850,188574.12,1
Madukwe,15653547,France,56,Male,131317.48,1,7,1,1,850,119175.45,0
Watts,15595766,Spain,37,Male,93722.73,2,5,1,1,527,139093.73,0
Humphreys,15742358,Germany,32,Male,101160.99,1,8,1,1,696,115916.55,0
Wu,15763274,France,48,Male,120320.54,1,3,0,0,661,96463.25,0
Chin,15786063,France,31,Female,0,2,2,1,1,776,112349.51,0
Chesnokova,15600258,France,43,Male,0,2,2,1,1,701,165303.79,0
Kung,15573318,France,26,Male,0,2,8,1,0,610,166031.08,0
Lu,15653849,Germany,48,Female,152827.99,1,3,1,0,572,38411.79,1
Nkemakolam,15694272,France,30,Male,64097.75,1,1,1,1,673,77783.35,0
Walton,15736112,Spain,57,Female,119035.35,2,2,1,1,519,29871.79,0
Brookes,15749851,Spain,26,Female,135219.57,1,4,0,1,702,59747.63,0
Baldwin,15663478,France,32,Male,93694.42,1,6,1,1,729,79919.13,0
Mai,15592300,Spain,35,Male,59408.63,1,10,1,0,543,76773.53,0
Shih,15567832,France,40,Female,114354.95,1,7,1,0,550,54018.93,0
He,15776780,France,59,Male,0,1,1,1,0,608,70649.64,1
Fiorentini,15592846,Germany,35,Male,128173.9,2,10,1,0,639,59093.39,0
Lucciano,15739803,Spain,34,Male,0,2,9,1,0,686,127569.8,0
Ferreira,15794142,Germany,62,Female,114931.35,3,5,0,1,564,18260.98,1
Ukaegbunam,15762729,Germany,28,Female,111071.36,1,1,1,0,745,73275.96,1
De Luca,15667896,France,37,Male,151226.18,2,8,1,1,833,136129.49,0
Milne,15626578,France,26,Male,0,2,9,1,1,622,153237.59,0
Davide,15776223,France,42,Female,64740.12,1,4,1,1,597,106841.12,0
Kodilinyechukwu,15705953,Spain,51,Male,169312.13,1,0,1,0,721,109078.35,1
Little,15802593,France,49,Female,0,3,7,0,1,504,87822.14,1
Burns,15615457,Spain,44,Female,112652.08,2,2,1,0,842,126644.98,0
Paterson,15708916,France,38,Male,0,2,0,1,0,587,47414.15,0
Han,15720187,Germany,30,Female,143964.36,2,7,1,0,479,41879.99,0
Kryukova,15595440,France,49,Male,122451.46,2,7,1,1,508,75808.1,0
Ijendu,15600651,France,24,Male,0,3,1,1,1,749,47911.03,0
Reichard,15750141,Germany,36,Female,65253.07,2,3,1,0,721,28737.78,0
Day,15657284,Germany,47,Male,106901.94,1,6,1,1,674,2079.2,1
Price,15763063,Spain,25,Female,128509.63,1,10,1,0,685,121562.33,0
Bruce,15709324,France,34,Male,0,2,7,1,0,417,55003.79,0
Sumrall,15711309,Germany,33,Male,129834.67,1,3,1,0,574,193131.42,0
Lu,15775318,Spain,51,Female,154962.99,3,3,0,1,590,191932.27,1
Lazarev,15705515,Germany,40,Male,138241.9,2,5,1,0,587,159418.1,0
Miller,15634844,Germany,41,Male,91536.93,1,3,1,0,598,191468.78,1
Wentworth-Shields,15717046,Spain,53,Male,0,2,3,1,1,741,38913.68,0
Ritchie,15571816,Spain,70,Female,0,1,5,1,1,850,705.18,0
Mackenzie,15670080,Germany,29,Female,105204.01,1,7,0,1,584,138490.03,0
Power,15800440,Spain,61,Male,152968.73,1,1,0,1,650,82970.69,0
Tan,15665678,Spain,36,Male,158261.68,1,8,1,1,607,76744.72,0
Pendergrass,15665956,France,46,Female,0,1,1,1,0,509,71244.59,1
Evans,15788126,Spain,38,Female,121021.05,1,6,1,1,689,12182.15,0
Hsia,15811773,France,36,Male,0,2,4,1,1,543,141210.5,0
Billson,15651674,Spain,54,Female,0,1,2,0,0,438,191763.07,1
Teng,15689614,Spain,63,Female,137715.66,1,1,1,1,687,37938.74,0
Moretti,15795564,Germany,31,Male,121192.22,2,5,1,1,737,74890.58,0
Jordan,15706647,France,31,Male,0,3,7,1,1,761,166698.18,0
Ts'ao,15728505,France,44,Male,100486.18,2,1,1,1,601,62678.53,0
Osborne,15730076,France,45,Male,0,1,1,1,0,651,67740.08,1
Carslaw,15622003,France,35,Male,92566.53,2,9,1,0,745,161519.77,0
Ch'ang,15607312,Spain,49,Female,0,2,10,1,1,648,159835.78,1
Hung,15644753,Spain,40,Male,110929.96,1,3,1,1,848,30876.84,0
Gordon,15653620,France,27,Female,0,2,8,1,1,546,14858.1,0
Obialo,15761986,Spain,32,Female,138901.61,1,3,1,0,439,75685.97,0
Gray,15633922,France,30,Male,123217.66,2,4,0,1,755,144183.1,0
Lin,15734674,France,41,Female,0,1,6,1,0,593,65170.66,0
Hopkins,15658032,France,39,Male,0,2,2,1,1,701,82526.92,0
Dobson,15692671,Spain,36,Male,0,2,8,1,0,701,169161.46,0
McKay,15737741,Spain,33,Female,108431.87,2,2,0,1,607,109291.39,1
Revell,15576352,Spain,57,Female,0,2,3,0,1,586,6057.81,0
Rickards,15753719,Germany,30,Female,72392.41,1,9,1,0,547,77077.14,0
Begum,15803689,Germany,51,Female,119741.77,2,1,0,0,647,54954.51,1
Onyinyechukwuka,15718057,France,51,Female,100946.71,1,2,0,0,760,179614.8,1
Zuyev,15722010,Spain,53,Male,170491.84,1,9,1,0,621,35588.07,1
Nwankwo,15680998,France,44,Male,0,1,5,1,1,725,117356.14,0
Hao,15614782,France,36,Male,0,1,1,1,0,526,160696.72,0
Ma,15591047,Spain,47,Female,157296.02,2,6,0,0,519,147278.43,1
Okwuadigbo,15788291,Germany,38,Female,144606.22,1,7,1,1,713,56594.36,1
Mitchell,15604044,France,38,Male,134811.3,1,8,1,0,700,1299.75,0
Chan,15679587,France,34,Female,115897.12,1,9,1,1,666,25095.03,0
Buchi,15775153,Spain,32,Male,82034,1,4,0,0,630,146326.45,0
Greco,15603925,Spain,26,Female,174318.13,2,4,0,1,779,38296.21,0
Lombardi,15680970,Germany,41,Female,114206.84,1,2,1,0,611,164061.6,0
Uchenna,15697183,Spain,43,Male,0,2,9,1,0,685,107811.28,0
Coffman,15567446,Germany,39,Male,111574.41,1,9,1,1,646,30838.51,0
Alexandrova,15637476,Germany,57,Female,162448.69,1,5,0,0,683,9221.78,1
Fallaci,15714939,Germany,34,Female,148249.54,1,4,0,1,484,33738.27,0
Hudson,15683503,France,43,Female,0,3,8,0,1,601,110916.15,1
Mai,15645569,Spain,26,Female,123709.46,2,7,1,1,762,169654.57,0
Stout,15782569,France,72,Female,0,1,9,0,1,687,69829.4,0
Burke,15592387,France,30,Male,0,1,5,1,0,566,54926.51,1
Chadwick,15609286,France,37,Male,150525.8,1,10,1,1,702,94728.49,0
Lawrence,15814035,France,29,Male,0,1,9,1,1,601,80393.27,0
Bellucci,15661249,France,53,Male,0,2,4,0,1,699,111307.98,0
Harper,15629117,France,28,Male,0,2,10,1,0,584,19834.32,0
Boyle,15607170,France,35,Male,0,2,5,1,1,699,78397.24,0
Duncan,15586585,Germany,51,Female,111018.98,1,2,1,0,698,86410.28,0
Moss,15686611,France,30,Male,129755.99,1,10,0,0,495,172749.65,0
Avdeyeva,15603203,France,27,Female,0,2,6,1,0,650,1002.39,0
Crawford,15619857,France,64,Female,129555.7,1,2,1,1,605,13601.79,0
Lynton,15805062,Spain,38,Male,87202.38,1,1,1,1,667,77866.91,0
Duncan,15660271,Germany,26,Male,146133.39,1,8,1,1,688,175296.76,0
Gether,15745295,Spain,31,Female,0,1,0,1,0,727,121751.04,1
Davidson,15719352,Spain,39,Male,170184.99,2,6,1,0,754,89593.26,0
Larionova,15766575,Germany,62,Female,140745.33,1,8,1,0,612,193437.89,1
Loggia,15594594,Spain,42,Male,139070.51,1,7,1,1,546,86945,0
Steinhoff,15646161,Spain,37,Female,0,2,8,1,1,673,183318.79,0
Guerra,15682585,France,35,Male,114193.24,1,9,1,0,593,71154.1,0
Pai,15603134,Spain,40,Female,167878.5,1,10,0,1,656,151887.16,0
Craig,15636444,Germany,53,Female,141616.55,2,5,1,1,535,75888.65,0
Lazareva,15773456,Germany,36,Male,145747.67,2,3,0,1,678,89566.74,0
Ch'iu,15745307,Spain,48,Female,129120.64,1,2,0,1,477,26475.79,0
Alderete,15604119,Spain,35,Male,110349.82,1,7,0,0,850,126355.8,0
Kung,15626900,France,29,Male,141325.56,1,1,1,1,427,93839.3,0
Palermo,15605447,France,49,Male,78653.84,1,2,1,0,752,7698.6,0
Ts'ai,15589030,France,47,Male,0,2,1,1,1,649,145593.85,0
Rahman,15692463,Spain,28,Female,142253.65,1,3,1,0,799,45042.56,0
McMillan,15712403,France,61,Female,0,1,1,1,0,589,61108.56,1
Pickering,15811762,Germany,54,Female,115988.86,1,6,1,0,583,57553.98,1
Mirams,15718673,Spain,33,Female,75592.43,1,10,1,0,839,62674.42,0
Tsao,15724282,Germany,44,Male,164113.04,2,3,1,1,540,12120.79,0
Douglas,15738181,France,31,Male,67996.23,2,6,0,0,850,50129.87,1
Jideofor,15633648,Spain,51,Female,0,2,5,1,0,696,55022.43,0
Bell,15603323,Spain,33,Female,0,2,1,0,0,660,117834.91,0
Mairinger,15583725,France,48,Male,138778.15,1,1,0,1,682,168840.23,0
McIntyre,15588350,France,43,Female,147832.15,1,10,0,1,744,24234.11,0
Pagnotto,15798398,France,36,Female,135438.4,1,4,0,0,785,190627.01,0
K'ung,15784844,Spain,48,Male,116060.08,1,5,1,0,752,156618.38,1
Feng,15580684,France,29,Female,112564.62,1,5,1,0,706,42334.38,0
Donaldson,15809663,France,27,Female,125406.58,1,1,1,1,583,110784.42,0
Chambers,15640078,Germany,39,Female,135134.99,1,5,1,0,660,173683,1
Marcelo,15698786,France,39,Female,133102.92,1,9,1,0,819,27046.46,1
Ejimofor,15569807,France,34,Female,42157.08,1,8,1,0,673,20598.59,1
Dale,15730830,France,30,Female,0,2,3,1,1,752,104991.28,0
Pokrovsky,15805112,France,38,Male,82259.29,1,7,1,0,578,8996.97,0
Stonebraker,15633064,France,36,Female,0,2,4,1,0,438,64420.5,0
Liang,15703119,France,38,Male,0,2,6,1,1,652,145700.22,0
Anderson,15730447,France,49,Female,0,2,4,1,1,629,196335.48,0
Christian,15813850,France,52,Male,0,1,7,1,1,720,14781.12,0
Mao,15711889,France,42,Male,150461.07,1,3,1,0,668,108139.23,0
Campbell,15664610,Germany,48,Male,133994.52,1,4,1,1,459,19287.06,1
Ginikanwa,15751710,Spain,31,Male,164870.81,2,8,1,1,729,9567.39,0
Toscani,15692926,Germany,25,Male,121702.73,1,8,1,1,498,132210.49,0
Nnachetam,15813741,Spain,25,Male,193858.2,1,6,0,1,549,21600.11,0
Sagese,15698474,Germany,54,Female,131039.97,2,1,1,1,601,199661.5,0
Fleming,15568595,France,64,Male,113829.45,1,9,1,1,544,124341.49,0
Grubb,15603065,France,30,Female,0,2,6,1,0,751,15766.1,0
Napolitani,15592937,Germany,41,Female,81877.38,1,3,1,1,632,33642.21,0
Anenechi,15699637,Spain,57,Male,116326.07,1,8,1,1,694,117704.65,0
Chandler,15667215,France,31,Male,0,2,2,1,1,678,58803.28,0
Howells,15788659,France,46,Male,0,2,4,1,1,695,137537.22,0
Akeroyd,15763218,France,41,Female,0,2,1,0,1,661,131300.68,0
Onwumelu,15645772,France,33,Male,0,2,9,1,1,661,84174.81,0
Wallace,15725511,France,31,Female,127070.73,1,3,0,1,559,160941.78,0
Uwaezuoke,15575024,France,29,Male,0,2,3,1,1,503,143954.99,0
Loyau,15640825,Spain,46,Male,122549.64,1,3,1,1,695,56297.85,0
Small,15662397,France,42,Female,176099.13,1,5,1,1,640,8404.73,0
Bledsoe,15576368,Germany,48,Female,122388.38,2,3,0,0,624,30020.09,0
Kao,15674991,France,42,Male,0,2,9,0,1,667,58137.42,0
Wickens,15721024,France,26,Male,0,1,0,0,0,642,47472.68,0
Wertheim,15745621,Spain,32,Female,118879.35,2,6,1,1,640,19131.71,0
He,15642394,Spain,35,Male,0,2,5,1,1,529,187288.5,0
Jarvis,15754605,France,39,Female,0,2,5,1,1,563,17603.81,0
P'an,15607040,Spain,38,Female,88736.44,2,4,1,0,593,67020.03,0
Repina,15715142,Germany,45,Male,102703.62,1,7,0,1,739,147802.94,1
Pugliesi,15810978,Spain,70,Female,0,2,1,1,1,788,41610.62,0
Blakey,15668886,Spain,38,Female,0,2,3,1,0,684,44255.65,0
Nucci,15780804,France,55,Male,97318.25,1,5,0,1,482,78416.14,0
Higinbotham,15613880,Spain,58,Male,128468.69,1,5,0,1,591,137254.55,0
Achebe,15775238,Germany,41,Female,133432.59,1,4,0,1,651,151303.48,0
Russo,15786905,Germany,40,Female,141782.57,2,8,0,0,749,86333.63,0
Trevisani,15747867,France,24,Male,135125.28,1,9,0,0,583,89801.9,0
Dobie,15600337,Spain,42,Male,178820.91,1,2,0,0,661,29358.57,1
Maccallum,15801277,France,31,Female,112212.14,2,2,1,1,715,181600.72,0
Watkins,15579334,Germany,45,Female,126674.81,1,5,1,0,769,124118.71,1
Mitchel,15802741,France,51,Female,136294.97,1,7,1,0,625,38867.46,1
Ferdinand,15720649,France,36,Female,66392.64,1,5,1,0,641,31106.67,0
Otitodilinna,15589493,Germany,27,Male,122552.34,2,1,1,0,716,67611.36,0
Mamelu,15688251,France,43,Male,76408.85,2,1,1,0,767,77837.63,0
Beneventi,15665238,Germany,36,Male,145071.24,1,8,0,0,745,6078.46,0
Perrodin,15740900,France,34,Male,0,2,6,1,1,589,177896.92,0
Chinagorom,15681068,France,45,Female,109730.22,1,2,1,1,796,123882.73,0
Napolitano,15748625,France,57,Male,0,2,6,1,1,664,15304.08,0
Edgar,15727299,Spain,62,Male,64119.38,1,1,1,1,445,76569.64,1
Walker,15620204,Germany,57,Female,106138.33,2,1,1,1,543,120657.32,1
Steele,15669516,Spain,36,Male,0,2,2,1,1,746,16436.56,0
Elkins,15736534,Germany,33,Male,181656.51,1,0,1,1,742,107667.91,0
Hao,15803457,France,32,Female,0,2,5,1,0,750,95611.47,0
Toscano,15659098,France,30,Male,95128.86,1,7,0,0,669,19799.26,0
Savage,15603436,Spain,49,Female,126615.94,2,2,0,1,594,123214.74,0
Okwuadigbo,15566292,Spain,36,Male,0,2,1,0,1,574,71709.12,0
Mordvinova,15808621,Germany,36,Male,76190.48,2,2,1,1,659,149066.14,0
Welch,15580148,Germany,40,Male,168286.81,3,5,1,0,750,20451.99,1
Kent,15776231,Germany,35,Male,88109.81,1,4,1,1,626,32825.5,0
